id,name,requestedBy,blueprintId,deploymentId,resourceIds,inputs,status,details,createdAt,updatedAt,totalTasks,completedTasks,actionId,catalogItemId,outputs
1d7df957-920c-4e6b-bd43-410c1650cf0c,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",FAILED,Cannot schedule workflow : 'startDate' parameter is not a Date object !,2023-02-02T00:00:45.444842Z,2023-02-02T00:01:04.828425Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

642a80e7-cd0e-422b-b559-ff258b556fbd,Power Off,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],,SUCCESSFUL,,2023-02-01T23:52:00.262184Z,2023-02-01T23:52:36.385086Z,2,2,Cloud.vSphere.Machine.PowerOff,,

647e9c25-1bc9-4842-92cd-3045365f514e,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:51:07.629356Z,2023-02-01T23:51:24.448143Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

783d586e-bab2-4ede-aafa-4e4178d9c348,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:48:04.426592Z,2023-02-01T23:48:24.001506Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

ab9967b6-e2a0-4b2c-97f1-a5ffc2abac56,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:39:40.095434Z,2023-02-01T23:39:53.299039Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

d9fd34ff-2e85-42a9-b402-52218beb1ce4,Power On,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],,SUCCESSFUL,,2023-02-01T23:21:16.495771Z,2023-02-01T23:21:50.949911Z,2,2,Cloud.vSphere.Machine.PowerOn,,

ff2262f7-4d37-409a-9fe4-0967c8097fad,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:12:23.223637Z,2023-02-01T23:12:43.523302Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

c4a4aa0a-970d-4df7-91d8-4ecf27339aff,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:09:13.959844Z,2023-02-01T23:09:34.791403Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

59eec3ab-9854-44fb-939a-bbf0b50aeac4,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T23:04:33.691660Z,2023-02-01T23:04:53.557162Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

eaf79a6b-144b-4d61-a59c-d43fcfd69d08,Power Off,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],,SUCCESSFUL,,2023-02-01T23:02:51.026306Z,2023-02-01T23:03:23.203483Z,2,2,Cloud.vSphere.Machine.PowerOff,,

0d870b33-7a32-474b-b6d8-728fb7773a35,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T22:59:12.820202Z,2023-02-01T22:59:33.573769Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

2c3c0b4f-2e06-4328-bc12-25d65e52b7e8,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T22:55:45.077120Z,2023-02-01T22:55:54.062766Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

27b88f14-9b51-4380-a37c-fe952d75d7c9,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T22:54:33.451911Z,2023-02-01T22:54:52.479297Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

ae539851-95ad-4e14-a902-e6eec4d741b9,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-02-01T22:45:32.129902Z,2023-02-01T22:45:42.795191Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

5217f5ae-fa22-4445-bf02-e240af4fc1e1,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",FAILED,A JSONObject text must begin with '{' at 1 [character 2 line 1] (Workflow:Copy of PVE Add Disk / Add Disk API Call (item22)#18),2023-02-01T22:44:23.955049Z,2023-02-01T22:44:43.265516Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

62bcb28d-7cbc-4dd7-b650-3a7baad4b63a,Custom Add Disk,administrator,,"maks10",['59985d60-57cc-4054-b1df-f6d3cc49e93a'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29442', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm2527-223598700765'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': True, 'applyRecommendation': False}",FAILED,Cannot convert undefined to com.vmware.o11n.sdk.modeldriven.ModelWrapper (Dynamic Script Module name : invokeSDRSRecommendationWithChange#113),2023-02-01
T21:44:07.721039Z,2023-02-01T21:44:24.255280Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

a2f82719-0f9f-4c93-87b8-9d83dde95204,Create,administrator,"VM2","maks10","['d149073f-32ba-4bf6-9827-2ff8bacc755d', '59985d60-57cc-4054-b1df-f6d3cc49e93a']",,SUCCESSFUL,,2023-01-31T22:44:37.100834Z,2023-01-31T23:06:58.185218Z,7,7,,,

67efc142-3cbd-4090-a5c3-eef976231764,Change Owner,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['64e1a7bd-f156-4ce4-ab0b-947b4a4692f8', 'e9c54cb3-4fa9-4828-82d4-47f05f8b1284', '622cbc63-6674-48e0-8649-7fb9350051d7', 'e0f7e267-68ae-413c-a09a-f7d9da942e1c', 'aaea9a01-e563-342b-b02e-85a1f065434f', '3e69b672-fd2b-4e70-a4bb-6246d510bc4b', '60f0dbed-a3c5-4e28-8ff0-47f1e8582a05']",{'New Owner': 'testUser1'},SUCCESSFUL,,2023-02-06T23:13:43.322223Z,2023-02-06T23:14:33.624803Z,10,10,Deployment.ChangeOwner,,

9efb8435-0457-4fbf-98db-933f81779ddf,Custom Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298",['aaea9a01-e563-342b-b02e-85a1f065434f'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29336', 'type': 'VC:VirtualMachine', 'label': 'makTest2'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-01-31T00:36:16.767713Z,2023-01-31T00:37:10.273683Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

a97ea0d8-7816-4328-a39f-d5239ecda30c,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['aaea9a01-e563-342b-b02e-85a1f065434f', 'b4fd2f66-c583-4191-b6e1-6ca77571ba13', '6c629c42-2f9c-4a3a-9b96-d029d3fa40c3', '0a514d80-ada1-4d07-b6e1-ec9af4eb6f06']","{'name': 'disk6', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/bad18f50-d035-4562-aa3c-350b5683566c,2023-01-03T23:05:01.907678Z,2023-01-03T23:05:05.929077Z,9,2,Cloud.vSphere.Machine.Add.Disk,,

4e065877-c883-49b5-870b-b9e408175360,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['aaea9a01-e563-342b-b02e-85a1f065434f', 'b4fd2f66-c583-4191-b6e1-6ca77571ba13']","{'name': 'disk5', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",ABORTED,Cancel requested by administrator,2023-01-03T23:02:49.220232Z,2023-01-03T23:03:41.820850Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

bd2897aa-f7cf-4e2f-bf3a-72995387210b,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['e9c54cb3-4fa9-4828-82d4-47f05f8b1284', 'e0f7e267-68ae-413c-a09a-f7d9da942e1c', 'aaea9a01-e563-342b-b02e-85a1f065434f', '7a9b7d6d-222f-49a5-b05a-ba55ade520b0']","{'name': 'disk4', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",SUCCESSFUL,,2023-01-03T23:00:08.972017Z,2023-01-03T23:01:14.010822Z,9,9,Cloud.vSphere.Machine.Add.Disk,,

2b93884f-298f-4b40-aa76-20d7b7b146bb,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['aaea9a01-e563-342b-b02e-85a1f065434f', '7a9b7d6d-222f-49a5-b05a-ba55ade520b0']","{'name': 'disk3', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",ABORTED,Cancel requested by administrator,2023-01-03T22:56:46.710601Z,2023-01-03T22:57:48.518499Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

fbce5ca7-2029-4621-91b7-66542d509802,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['aaea9a01-e563-342b-b02e-85a1f065434f', '60f0dbed-a3c5-4e28-8ff0-47f1e8582a05']","{'name': 'disk2', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",SUCCESSFUL,,2023-01-03T22:45:22.356780Z,2023-01-03T22:46:26.415682Z,6,6,Cloud.vSphere.Machine.Add.Disk,,

b5271bc6-b1fa-4ba4-a42f-07f98280ea54,Add Disk,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298","['622cbc63-6674-48e0-8649-7fb9350051d7', 'aaea9a01-e563-342b-b02e-85a1f065434f']","{'name': 'disk1', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",SUCCESSFUL,,2023-01-03T22:01:43.897203Z,2023-01-03T22:02:40.721520Z,6,6,Cloud.vSphere.Machine.Add.Disk,,

6bda538b-e137-4d78-80bb-5cc2522b91cd,Onboard,administrator,,"Deployment-bd61fb44-90b6-470f-8c2a-825bee1f2298",['aaea9a01-e563-342b-b02e-85a1f065434f'],,SUCCESSFUL,,2022-12-23T23:09:57.559316Z,2022-12-23T23:09:57.909851Z,0,0,,,

a3bbe332-cfbe-4060-ba67-fbf8adad69cf,Create,administrator,"junwei","junwei",['e9983b6d-8b88-485a-92e1-2090d433bb6d'],,FAILED,"Extensibility triggered task failed. Event ID: de727e26-5f36-344e-b138-1fd07bf9cf12. Failure: Extensibility error received for topic compute.provision.pre, eventId = 'de727e26-5f36-344e-b138-1fd07bf9cf12': [10040] SubscriberID: vro-gateway-DXolUjotHm3I2PCF, RunnableID: 3852f5be-1103-4f08-8746-75458fdd914f and SubscriptionID: sub_1671482754142 failed with the following error: Workflow run [c46c5f1f-6b1a-4361-945f-146bf1b89c66] completed with error [TypeError: Cannot read property ""length"" from null (Workflow:rest call test (2) / Get hostSelectionIds (item5)#4)]",2022-12-21T19:37:46.558753Z,2022-12-21T19:38:35.468600Z,5,4,,,

45323e7c-c395-46be-8468-5f23154fe70e,Delete,administrator,,"maks2","['b34423b8-d8fa-3607-ab99-a8fbcfb30bd7', 'aa5a9ada-737c-368c-8e2f-f6801dde199e', 'f373d923-27dc-39eb-9096-2dc6ec68e7e1', '972e7def-4e52-4524-b8e9-d1834733254b']",,FAILED,com.vmware.xenon.common.ServiceHost$ServiceNotFoundException: Service not found: http://10.244.0.238:8282/resources/endpoints/d3fd0145-925a-41cd-81e9-7fe78becbac5,2023-07-25T16:24:06.033567Z,2023-07-25T16:24:26.591862Z,7,6,Deployment.Delete,,

cc9e001c-9d81-46c7-aaac-dde260c1d9ba,Add Disk,administrator,,"maks2","['b34423b8-d8fa-3607-ab99-a8fbcfb30bd7', '60da9278-256a-4741-b77f-0d1d2cf43cf3']","{'name': 'disk_add-after', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,No matching placement,2022-12-21T00:56:05.729994Z,2022-12-21T00:56:26.896562Z,6,2,Cloud.vSphere.Machine.Add.Disk,,

5f548440-efd3-46cd-bfdc-3a625ae8a627,Onboard,administrator,,"maks2",['b34423b8-d8fa-3607-ab99-a8fbcfb30bd7'],,SUCCESSFUL,,2022-12-21T00:36:54.460797Z,2022-12-21T00:36:54.917290Z,0,0,,,

4a8fb892-c44b-4711-ac70-2f84042642e2,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': True, 'applyRecommendation': True}",SUCCESSFUL,,2023-01-25T20:50:16.584552Z,2023-01-25T20:51:09.703090Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

02f91349-83d9-4c53-b4f9-93a137710101,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': True, 'applyRecommendation': True}",FAILED,Error: No unit number found,2023-01-25T20:44:37.916639Z,2023-01-25T20:45:29.447428Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

2462438c-6cdc-45aa-8048-315ee61484d8,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': True, 'applyRecommendation': False}",SUCCESSFUL,,2023-01-25T20:06:23.933498Z,2023-01-25T20:06:40.540747Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,"{'updatedVM': 'SDKObject [type=VC:VirtualMachine, href=https://sm-vra8c.sqa.local:443/vco/api/catalog/VC/VirtualMachine/sqa-vc67.sqa.local%252Cid%253Avm-29169/, id=sqa-vc67.sqa.local,id:vm-29169, displayValue=null]'}"

27e6b259-a5ea-4f04-83dd-7cfaa8b7cf82,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': False}",FAILED,Error: No unit number found,2023-01-25T20:04:31.752109Z,2023-01-25T20:04:49.606485Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

910690ca-c1ff-4302-a6d0-d49121339e0c,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-01-20T19:48:58.647019Z,2023-01-20T19:49:53.431105Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,"{'updatedVM': 'SDKObject [type=VC:VirtualMachine, href=https://sm-vra8c.sqa.local:443/vco/api/catalog/VC/VirtualMachine/sqa-vc67.sqa.local%252Cid%253Avm-29169/, id=sqa-vc67.sqa.local,id:vm-29169, displayValue=null]'}"

7b60aef6-e299-4aee-a4a6-3fdd99ea37dc,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': False, 'applyRecommendation': True}",SUCCESSFUL,,2023-01-20T05:39:56.549660Z,2023-01-20T05:40:52.131765Z,2,2,Cloud.vSphere.Machine.custom.customadddisk,,

def7e9e1-6da1-4cd5-94ad-f958bdc00f32,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",FAILED,Error: No unit number found,2023-01-20T05:38:49.255742Z,2023-01-20T05:39:11.717768Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

6a564bf6-9dd8-4048-97ca-b11ebdc843e3,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': False}",FAILED,Error: No unit number found,2023-01-20T05:32:06.239132Z,2023-01-20T05:32:22.436191Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

c79d84db-9eb7-4f9d-8c34-e643f6d281e6,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': False, 'applyRecommendation': False}",FAILED,"TypeError: Cannot read property ""value"" from null (Workflow:PVE Add Disk / Add disk (item0)#7)",2023-01-20T05:06:23.210267Z,2023-01-20T05:06:41.403025Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

103db947-ab19-40ca-82af-af02a4937c9a,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 1, 'thinProvisioned': False, 'applyRecommendation': True}",FAILED,Error: No unit number found,2023-01-20T04:53:28.295084Z,2023-01-20T04:53:41.645915Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

17240277-bdda-4720-ade4-8a2d78b5eb7a,Custom Add Disk,administrator,,"maks3",['38cb9274-e967-45e3-84c4-9ec653d0d7b6'],"{'vm': {'id': 'sqa-vc67.sqa.local,id:vm-29169', 'type': 'VC:VirtualMachine', 'label': 'Cloud_Machine_1-mcm1968-218884158481'}, 'diskMode': {'id': 'persistent', 'type': 'VC:VirtualDiskMode', 'label': 'persistent'}, 'diskSize': 0.01, 'scsiBusNumber': 0, 'thinProvisioned': False, 'applyRecommendation': True}",FAILED,Error: No controller found,2023-01-20T04:47:40.578348Z,2023-01-20T04:48:01.828136Z,2,1,Cloud.vSphere.Machine.custom.customadddisk,,

4cf5588b-09a7-4dc6-9b10-e7cf64a97ff2,Add Disk,administrator,,"maks3","['5123d3da-fc25-40c0-b988-c9adba8f1c0c', '38cb9274-e967-45e3-84c4-9ec653d0d7b6']","{'name': 'disk16', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,"Extensibility triggered task failed. Event ID: 5bac31a9-3d53-367a-8064-af055a3a7ca0. Failure: Extensibility error received for topic disk.allocation.pre, eventId = '5bac31a9-3d53-367a-8064-af055a3a7ca0': [10040] SubscriberID: vro-gateway-DXolUjotHm3I2PCF, RunnableID: 3852f5be-1103-4f08-8746-75458fdd914f and SubscriptionID: sub_a24210a1-4020-4137-9470-1aebe127c8c7 failed with the following error: Workflow run [4e966b4c-18d0-473f-8ba2-ca4042d0124a] completed with error [TypeError: Cannot read property ""length"" from null (Workflow:rest call test (2) / Get hostSelectionIds (item5)#4)]",2023-01-09T18:20:16.806340Z,2023-01-09T18:20:42.531695Z,6,2,Cloud.vSphere.Machine.Add.Disk,,

b3d623f4-ad8b-4251-8453-8a986db7bc40,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'c5dbbf37-4433-4f54-a342-e4f39664f7f4']","{'name': 'disk15', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",SUCCESSFUL,,2023-01-03T20:49:48.422958Z,2023-01-03T20:50:41.573392Z,6,6,Cloud.vSphere.Machine.Add.Disk,,

2b0c8af8-d0cf-4609-ba67-72662b26d898,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '662d01a1-1c7d-4833-910f-2bc7fd8027d3', '1bcb4981-4c79-48db-a7eb-32ef2dc50ae8', '07767968-23d2-468b-84d6-e84545f4c2e8']","{'name': 'disk14', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/4ff36dc9-ad9f-40ca-87a0-688019095c75,2023-01-03T20:48:49.150289Z,2023-01-03T20:49:13.319974Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

